"sp6","sp6curr","sp6prior","sp4","Current_order","Current_family","Current_name","Current_name_author","synonyms","vouchers","habit","Accepted_name","Accepted_name_author","Accepted_name_rank","Accepted_family","currnamechanged","sp6changed","acceptednamedif","notes","gbif_accepted_scientific_name","gbif_accepted_taxon_id","taxon_code"
"ardife","ardife","ardife","ARDF","Ericales","Primulaceae","Ardisia copeyana","Standl.",NA,"R. Pérez 1974","Freestanding","Ardisia copeyana","Standl.","species","Primulaceae",FALSE,FALSE,FALSE,NA,"Ardisia copeyana",5558881,"Ardisia copeyana-ARDIFE-ARDF"
"ardifr","ardifr",NA,NA,"Ericales","Primulaceae","Ardisia fruticosa","Lundell",NA,NA,"Freestanding","Ardisia fruticosa","Lundell","species","Primulaceae",FALSE,NA,FALSE,NA,"Ardisia fruticosa",5558487,"Ardisia fruticosa-ARDIFR"
"ardigu","ardigu","ardigu","ARDG","Ericales","Primulaceae","Ardisia guianensis","(Aubl.) Mez",NA,NA,"Freestanding","Ardisia guianensis","(Aubl.) Mez","species","Primulaceae",FALSE,FALSE,FALSE,NA,"Ardisia guianensis",5558301,"Ardisia guianensis-ARDIGU-ARDG"
"ardiop","ardiop",NA,NA,"Ericales","Primulaceae","Ardisia opaca","Lundell",NA,NA,"Freestanding","Ardisia opaca","Lundell","species","Primulaceae",FALSE,NA,FALSE,NA,"Ardisia opaca",5558709,"Ardisia opaca-ARDIOP"
"ardipe","ardipe","ardipe","ARDP","Ericales","Primulaceae","Ardisia pellucida","Oerst.",NA,NA,"Freestanding","Ardisia pellucida","Oerst.","species","Primulaceae",FALSE,FALSE,FALSE,NA,"Ardisia pellucida",7331109,"Ardisia pellucida-ARDIPE-ARDP"
"ardis2","ardis2",NA,NA,"Ericales","Primulaceae","Ardisia subsessilifolia","Lundell",NA,NA,"Freestanding","Ardisia subsessilifolia","Lundell","species","Primulaceae",FALSE,NA,FALSE,NA,"Ardisia subsessilifolia",5557580,"Ardisia subsessilifolia-ARDIS2"
"arisco","arisco",NA,NA,"Piperales","Aristolochiaceae","Aristolochia cordiflora","Mutis ex Kunth",NA,"R. Pérez 2120 (PMA, SCZ)","Climbing","Aristolochia cordiflora","Mutis ex Kunth","species","Aristolochiaceae",FALSE,NA,FALSE,NA,"Aristolochia cordiflora",3589029,"Aristolochia cordiflora-ARISCO"
"arisma","arisma",NA,"ARIM","Piperales","Aristolochiaceae","Aristolochia maxima","Jacq.",NA,NA,"Climbing","Aristolochia maxima","Jacq.","species","Aristolochiaceae",FALSE,NA,FALSE,NA,"Aristolochia maxima",2873997,"Aristolochia maxima-ARISMA-ARIM"
"arispf","arispf",NA,NA,"Piperales","Aristolochiaceae","Aristolochia pfeiferi","Barringer",NA,NA,"Climbing","Aristolochia pfeiferi","Barringer","species","Aristolochiaceae",FALSE,NA,FALSE,NA,"Aristolochia tonduzii",3588463,"Aristolochia pfeiferi-ARISPF"
"arispi","arispi",NA,"ARIP","Piperales","Aristolochiaceae","Aristolochia pilosa","Kunth",NA,"R. Pérez 2238 (PMA, SCZ)","Climbing","Aristolochia pilosa","Kunth","species","Aristolochiaceae",FALSE,NA,FALSE,NA,"Aristolochia pilosa",7313612,"Aristolochia pilosa-ARISPI-ARIP"
"aristo","aristo",NA,"ARIC","Piperales","Aristolochiaceae","Aristolochia tonduzii","O.C. Schmidt",NA,NA,"Climbing","Aristolochia tonduzii","O.C.Schmidt","species","Aristolochiaceae",FALSE,NA,FALSE,NA,"Aristolochia tonduzii",3588463,"Aristolochia tonduzii-ARISTO-ARIC"
"artoal","artoal","artoal",NA,"Rosales","Moraceae","Artocarpus altilis","(Parkinson) Fosberg",NA,NA,"Freestanding","Artocarpus altilis","(Parkinson) Fosberg","species","Moraceae",FALSE,FALSE,FALSE,NA,"Artocarpus altilis",2984573,"Artocarpus altilis-ARTOAL"
"aspicr","aspicr","aspicr","ASPC","Gentianales","Apocynaceae","Aspidosperma desmanthum","Benth. ex Müll. Arg.","Aspidosperma cruentum","R. Pérez 1398 y 2280 (PMA, SCZ)","Freestanding","Aspidosperma desmanthum","Benth. ex Müll.Arg.","species","Apocynaceae",FALSE,FALSE,FALSE,NA,"Aspidosperma desmanthum",3618792,"Aspidosperma desmanthum-ASPICR-ASPC"
"aspiex","aspiex",NA,NA,"Gentianales","Apocynaceae","Aspidosperma excelsum","Benth.",NA,NA,"Freestanding","Aspidosperma excelsum","Benth.","species","Apocynaceae",FALSE,NA,FALSE,NA,"Aspidosperma excelsum",3618555,"Aspidosperma excelsum-ASPIEX"
"ast1st","ast1st","ast1st","ASTS","Arecales","Arecaceae","Astrocaryum standleyanum","L.H. Bailey",NA,NA,"Freestanding","Astrocaryum standleyanum","L.H.Bailey","species","Arecaceae",FALSE,FALSE,FALSE,NA,"Astrocaryum standleyanum",2738130,"Astrocaryum standleyanum-AST1ST-ASTS"
"ast2gr","ast2gr","ast2gr","ASTG","Sapindales","Anacardiaceae","Astronium graveolens","Jacq.",NA,"R. Pérez 1867 (PMA, SCZ)","Freestanding","Astronium graveolens","Jacq.","species","Anacardiaceae",FALSE,FALSE,FALSE,NA,"Astronium graveolens",7321588,"Astronium graveolens-AST2GR-ASTG"
"sch1zo","sch1zo",NA,"ATTB","Arecales","Arecaceae","Attalea butyracea","(Mutis ex L. f.) Wess. Boer","Scheelea zonensis, Attalea rostrata",NA,"Freestanding","Attalea butyracea","(Mutis ex L.f.) Wess.Boer","species","Arecaceae",FALSE,NA,FALSE,NA,"Attalea butyracea",2732721,"Attalea butyracea-SCH1ZO-ATTB"
"averca","averca",NA,NA,"Oxalidales","Oxalidaceae","Averrhoa carambola","L.",NA,NA,"Freestanding","Averrhoa carambola","L.","species","Oxalidaceae",FALSE,NA,FALSE,NA,"Averrhoa carambola",2891641,"Averrhoa carambola-AVERCA"
"bactba","bactba","bactba","BACB","Arecales","Arecaceae","Bactris barronis","L.H. Bailey",NA,NA,"Freestanding","Bactris barronis","L.H.Bailey","species","Arecaceae",FALSE,FALSE,FALSE,NA,"Bactris barronis",2732931,"Bactris barronis-BACTBA-BACB"
"bactc1","bactc1","bactc1","BAC1","Arecales","Arecaceae","Bactris coloniata","L.H. Bailey",NA,NA,"Freestanding","Bactris coloniata","L.H.Bailey","species","Arecaceae",FALSE,FALSE,FALSE,NA,"Bactris coloniata",2733315,"Bactris coloniata-BACTC1-BAC1"
"bactc2","bactc2","bactc2","BAC2","Arecales","Arecaceae","Bactris coloradonis","L.H. Bailey",NA,NA,"Freestanding","Bactris coloradonis","L.H.Bailey","species","Arecaceae",FALSE,FALSE,FALSE,NA,"Bactris coloradonis",2733336,"Bactris coloradonis-BACTC2-BAC2"
"bactga","bactga","bactga",NA,"Arecales","Arecaceae","Bactris gasipaes","Kunth",NA,NA,"Freestanding","Bactris gasipaes","Kunth","species","Arecaceae",FALSE,FALSE,FALSE,NA,"Bactris gasipaes",2733060,"Bactris gasipaes-BACTGA"
"bactma","bactma","bactma","BACM","Arecales","Arecaceae","Bactris major","Jacq.",NA,NA,"Freestanding","Bactris major","Jacq.","species","Arecaceae",FALSE,FALSE,FALSE,NA,"Bactris major",2733004,"Bactris major-BACTMA-BACM"
"banagu","banagu","banagu","BANG","Malpighiales","Salicaceae","Banara guianensis","Aubl.",NA,"R. Pérez 2035","Freestanding","Banara guianensis","Aubl.","species","Salicaceae",FALSE,FALSE,FALSE,NA,"Banara guianensis",7274188,"Banara guianensis-BANAGU-BANG"
"bauhmo","bauhmo",NA,NA,"Fabales","Fabaceae","Bauhinia monandra","Kurz",NA,NA,"Freestanding","Bauhinia monandra","Kurz","species","Fabaceae",FALSE,NA,FALSE,NA,"Bauhinia monandra",2953715,"Bauhinia monandra-BAUHMO"
"bauhpu","bauhpu",NA,NA,"Fabales","Fabaceae","Bauhinia purpurea","L.",NA,NA,"Freestanding","Bauhinia purpurea","L.","species","Fabaceae",FALSE,NA,FALSE,NA,"Bauhinia purpurea",2953871,"Bauhinia purpurea-BAUHPU"
NA,"no en bci",NA,NA,"Laurales","Lauraceae","Beilschmiedia pendula","(Sw.) Hemsl.",NA,NA,"Freestanding","Beilschmiedia pendula","(Sw.) Hemsl.","species","Lauraceae",FALSE,NA,FALSE,NA,"Beilschmiedia pendula",3034073,"Beilschmiedia pendula"
"beilpe","beilpe en bci","beilpe","BEIP","Laurales","Lauraceae","Beilschmiedia tovarensis","(Klotzsch & H. Karst. ex Meisn.) Sachiko Nishida",NA,"R. Pérez 1796","Freestanding","Beilschmiedia tovarensis","(Klotzsch & H.Karst. ex Meisn.) Sachiko Nishida","species","Lauraceae",FALSE,TRUE,FALSE,"Code sp6 changed from sp6curr or sp6prior.","Beilschmiedia tovarensis",4182784,"Beilschmiedia tovarensis-BEILPE-BEIP"
"bellgr","bellgr",NA,NA,"Myrtales","Melastomataceae","Bellucia grossularioides","(L.) Triana",NA,NA,"Freestanding","Bellucia grossularioides","(L.) Triana","species","Melastomataceae",FALSE,NA,FALSE,NA,"Bellucia grossularioides",3866649,"Bellucia grossularioides-BELLGR"
"bertgu","bertgu","bertgu","BERG","Gentianales","Rubiaceae","Bertiera guianensis","Aubl.",NA,NA,"Freestanding","Bertiera guianensis","Aubl.","species","Rubiaceae",FALSE,FALSE,FALSE,NA,"Bertiera guianensis",2908816,"Bertiera guianensis-BERTGU-BERG"
"cydiae","cydiae",NA,"CYDA","Lamiales","Bignoniaceae","Bignonia aequinoctialis","L.","Cydista aequinoctialis","R. Pérez 2033 (PMA, SCZ)","Climbing","Bignonia aequinoctialis","L.","species","Bignoniaceae",FALSE,NA,FALSE,NA,"Bignonia aequinoctialis",3172559,"Bignonia aequinoctialis-CYDIAE-CYDA"
"clytbi","clytbi",NA,"CLYB","Lamiales","Bignoniaceae","Bignonia binata","Thunb.","Clytostoma binatum",NA,"Climbing","Bignonia binata","Thunb.","species","Bignoniaceae",FALSE,NA,FALSE,NA,"Bignonia binata",4094291,"Bignonia binata-CLYTBI-CLYB"
"phryco","phryco",NA,"PHRC","Lamiales","Bignoniaceae","Bignonia corymbosa","(Vent.) L.G. Lohmann","Phryganocydia corymbosa","R. Pérez 2005 y 2157 (PMA, SCZ)","Climbing","Bignonia corymbosa","Vent.","species","Bignoniaceae",FALSE,NA,FALSE,NA,"Bignonia corymbosa",6710599,"Bignonia corymbosa-PHRYCO-PHRC"
"bixaor","bixaor","bixaor",NA,"Malvales","Bixaceae","Bixa orellana","L.",NA,NA,"Freestanding","Bixa orellana","L.","species","Bixaceae",FALSE,FALSE,FALSE,NA,"Bixa orellana",2874863,"Bixa orellana-BIXAOR"
"bixaur","bixaur",NA,NA,"Malvales","Bixaceae","Bixa urucurana","Willd.",NA,NA,"Freestanding","Bixa urucurana","Willd.","species","Bixaceae",FALSE,NA,FALSE,NA,"Bixa urucurana",4087112,"Bixa urucurana-BIXAUR"
"topopa","topopa",NA,"TOPP","Myrtales","Melastomataceae","Blakea parasitica","(Aubl.) D. Don","Topobea parasitica","R. Pérez 2036 (PMA, SCZ)","Climbing","Blakea parasitica","(Aubl.) D.Don","species","Melastomataceae",FALSE,NA,FALSE,NA,"Blakea parasitica",5600218,"Blakea parasitica-TOPOPA-TOPP"
"bonatr","bonatr",NA,"BONT","Solanales","Convolvulaceae","Bonamia trichantha","Hallier f.",NA,NA,"Climbing","Bonamia trichantha","Hallier f.","species","Convolvulaceae",FALSE,NA,FALSE,NA,"Bonamia trichantha",7324476,"Bonamia trichantha-BONATR-BONT"
"jacqma","jacqma","jacqma",NA,"Ericales","Primulaceae","Bonellia macrocarpa","(Cav.) B. Ståhl & Källersjö","Jacquinia macrocarpa",NA,"Freestanding","Bonellia macrocarpa","(Cav.) B.Ståhl & Källersjö","species","Primulaceae",FALSE,FALSE,FALSE,NA,"Bonellia macrocarpa",7151936,"Bonellia macrocarpa-JACQMA"
"rinocr","rinocr","rinocr",NA,"Malpighiales","Violaceae","Bribria crenata","(S.F. Blake) Wahlert & H.E. Ballard","Rinorea crenata",NA,"Freestanding","Bribria crenata","(S.F.Blake) Wahlert & H.E.Ballard","species",NA,FALSE,FALSE,FALSE,NA,"Bribria crenata",11081627,"Bribria crenata-RINOCR"
"baniwu","baniwu",NA,NA,"Malpighiales","Malpighiaceae","Bronwenia wurdackii","(B. Gates) W.R. Anderson & C. Davis","Banisteriopsis wurdackii",NA,"Climbing","Bronwenia wurdackii","(B.Gates) W.R.Anderson & C.Davis","species","Malpighiaceae",FALSE,NA,FALSE,NA,"Bronwenia wurdackii",3984163,"Bronwenia wurdackii-BANIWU"
"brosal","brosal","brosal","BROA","Rosales","Moraceae","Brosimum alicastrum","Sw.",NA,"R. Pérez 2162","Freestanding","Brosimum alicastrum","Sw.","species","Moraceae",FALSE,FALSE,FALSE,NA,"Brosimum alicastrum",2984660,"Brosimum alicastrum-BROSAL-BROA"
"browma","browma","browma",NA,"Fabales","Fabaceae","Brownea macrophylla","Linden ex Mast.",NA,"D. Luque 360 (PMA, SCZ)","Freestanding","Brownea macrophylla","Linden ex Mast.","species","Fabaceae",FALSE,FALSE,FALSE,NA,"Brownea macrophylla",8170495,"Brownea macrophylla-BROWMA"
"buncco","buncco","buncco","BUNC","Malpighiales","Malpighiaceae","Bunchosia nitida","(Jacq.) A. Rich.","Bunchosia cornifolia","R. Pérez 2292","Freestanding","Bunchosia nitida","(Jacq.) DC.","species","Malpighiaceae",FALSE,FALSE,FALSE,NA,"Bunchosia nitida",3191335,"Bunchosia nitida-BUNCCO-BUNC"
"burssi","burssi","burssi","BURS","Sapindales","Burseraceae","Bursera simaruba","(L.) Sarg.",NA,NA,"Freestanding","Bursera simaruba","(L.) Sarg.","species","Burseraceae",FALSE,FALSE,FALSE,NA,"Bursera simaruba",3190450,"Bursera simaruba-BURSSI-BURS"
"byrscr","byrscr","byrscr","BYRC","Malpighiales","Malpighiaceae","Byrsonima crassifolia","Kunth",NA,"R. Pérez 2262","Freestanding","Byrsonima crassifolia","(L.) Kunth","species","Malpighiaceae",FALSE,FALSE,FALSE,NA,"Byrsonima crassifolia",3191361,"Byrsonima crassifolia-BYRSCR-BYRC"
"byrssp","byrssp","byrssp","BYRS","Malpighiales","Malpighiaceae","Byrsonima spicata","(Cav.) Rich. ex Kunth",NA,"S. Aguilar 907","Freestanding","Byrsonima spicata","(Cav.) Rich. ex Kunth","species","Malpighiaceae",FALSE,FALSE,FALSE,NA,"Byrsonima spicata",3191348,"Byrsonima spicata-BYRSSP-BYRS"
"caespu","caespu",NA,NA,"Fabales","Fabaceae","Caesalpinia pulcherrima","(L.) Sw.",NA,NA,"Freestanding","Caesalpinia pulcherrima","(L.) Sw.","species","Fabaceae",FALSE,NA,FALSE,NA,"Caesalpinia pulcherrima",2958715,"Caesalpinia pulcherrima-CAESPU"
"cajaca","cajaca",NA,NA,"Fabales","Fabaceae","Cajanus cajan","(L.) Millsp.",NA,NA,"Freestanding","Cajanus cajan","(L.) Huth","species","Fabaceae",FALSE,NA,FALSE,NA,"Cajanus cajan",7587087,"Cajanus cajan-CAJACA"
"cal5la","cal5la",NA,"CAL1","Lamiales","Bignoniaceae","Callichlamys latifolia","(Rich.) K. Schum.",NA,"R. Pérez 2123 (PMA, SCZ)","Climbing","Callichlamys latifolia","(Rich.) K.Schum.","species","Bignoniaceae",FALSE,NA,FALSE,NA,"Callichlamys latifolia",8338389,"Callichlamys latifolia-CAL5LA-CAL1"
"calolo","calolo","calolo","CAL2","Malpighiales","Calophyllaceae","Calophyllum longifolium","Willd.",NA,"R. Pérez 2090 (PMA, SCZ)","Freestanding","Calophyllum longifolium","Willd.","species","Calophyllaceae",FALSE,FALSE,FALSE,NA,"Calophyllum longifolium",8223607,"Calophyllum longifolium-CALOLO-CAL2"
NA,"cal6ca",NA,NA,"Fabales","Fabaceae","Calopogonium caeruleum","(Benth.) Sauvalle",NA,NA,"Climbing","Calopogonium caeruleum","(Benth.) C.Wright","species","Fabaceae",FALSE,NA,FALSE,NA,"Calopogonium caeruleum",7661174,"Calopogonium caeruleum"
"cal6mu","cal6mu",NA,NA,"Fabales","Fabaceae","Calopogonium mucunoides","Desv.",NA,NA,"Climbing","Calopogonium mucunoides","Desv.","species","Fabaceae",FALSE,NA,FALSE,NA,"Calopogonium mucunoides",2959433,"Calopogonium mucunoides-CAL6MU"
"cal1wa","cal1wa","cal1wa","CALW","Myrtales","Myrtaceae","Calycolpus warszewiczianus","O. Berg",NA,"R. Pérez 2269","Freestanding","Calycolpus warszewiczianus","O.Berg","species","Myrtaceae",FALSE,FALSE,FALSE,NA,"Calycolpus warszewiczianus",8353141,"Calycolpus warszewiczianus-CAL1WA-CALW"
"cal2ca","cal2ca","cal2ca","CALC","Gentianales","Rubiaceae","Calycophyllum candidissimum","(Vahl) DC.",NA,NA,"Freestanding","Calycophyllum candidissimum","(Vahl) DC.","species","Rubiaceae",FALSE,FALSE,FALSE,NA,"Calycophyllum candidissimum",2904009,"Calycophyllum candidissimum-CAL2CA-CALC"
"cal2br","cal2br",NA,"CAND","Fabales","Fabaceae","Canavalia brasiliensis","Mart. ex Benth.","Canavalia dictyota",NA,"Climbing","Canavalia brasiliensis","Mart. ex Benth.","species","Fabaceae",FALSE,NA,FALSE,NA,"Canavalia brasiliensis",2962154,"Canavalia brasiliensis-CAL2BR-CAND"
"caripa","caripa","caripa",NA,"Brassicales","Caricaceae","Carica papaya","L.",NA,NA,"Freestanding","Carica papaya","L.","species","Caricaceae",FALSE,FALSE,FALSE,NA,"Carica papaya",2874484,"Carica papaya-CARIPA"
"caseac","caseac","caseac","CAS1","Malpighiales","Salicaceae","Casearia aculeata","Jacq.",NA,"R. Pérez 1779","Freestanding","Casearia aculeata","Jacq.","species","Salicaceae",FALSE,FALSE,FALSE,NA,"Casearia aculeata",5331145,"Casearia aculeata-CASEAC-CAS1"
"casear","casear","casear","CAS2","Malpighiales","Salicaceae","Casearia arborea","(Rich.) Urb.",NA,"R. Pérez 2098","Freestanding","Casearia arborea","(Rich.) Urb.","species","Salicaceae",FALSE,FALSE,FALSE,NA,"Casearia arborea",5331149,"Casearia arborea-CASEAR-CAS2"
"casea1","casea1","casea1",NA,"Malpighiales","Salicaceae","Casearia arguta","Kunth",NA,NA,"Freestanding","Casearia arguta","Kunth","species","Salicaceae",FALSE,FALSE,FALSE,NA,"Casearia arguta",7595115,"Casearia arguta-CASEA1"
"laetpr","laetpr",NA,"LAEP","Malpighiales","Salicaceae","Casearia bicolor","Urb.","Laetia procera","R. Pérez 1883","Freestanding","Casearia bicolor","Urb.","species","Salicaceae",FALSE,NA,FALSE,NA,"Casearia bicolor",5331156,"Casearia bicolor-LAETPR-LAEP"
"casegu","casegu","casegu","CASG","Malpighiales","Salicaceae","Casearia guianensis","(Aubl.) Urb.",NA,"R. Pérez 1842","Freestanding","Casearia guianensis","(Aubl.) Urb.","species","Salicaceae",FALSE,FALSE,FALSE,NA,"Casearia guianensis",5331144,"Casearia guianensis-CASEGU-CASG"
"casesy","casesy","casesy","CASS","Malpighiales","Salicaceae","Casearia sylvestris","Sw.",NA,"R. Pérez 1769","Freestanding","Casearia sylvestris","Sw.","species","Salicaceae",FALSE,FALSE,FALSE,NA,"Casearia sylvestris",5331148,"Casearia sylvestris-CASESY-CASS"
"cassel","cassel","cassel","CAS3","Malpighiales","Rhizophoraceae","Cassipourea elliptica","(Sw.) Poir.",NA,"R. Pérez 2029","Freestanding","Cassipourea elliptica","(Sw.) Poir.","species","Rhizophoraceae",FALSE,FALSE,FALSE,NA,"Cassipourea elliptica",7273558,"Cassipourea elliptica-CASSEL-CAS3"
"castel","castel","castel","CAS4","Rosales","Moraceae","Castilla elastica","Cerv.",NA,NA,"Freestanding","Castilla elastica","Cerv.","species","Moraceae",FALSE,FALSE,FALSE,NA,"Castilla elastica",7531920,"Castilla elastica-CASTEL-CAS4"
"cavapl","cavapl","cavapl","CAVP","Malvales","Malvaceae","Cavanillesia platanifolia","(Bonpl.) Kunth",NA,"R. Pérez 2321","Freestanding","Cavanillesia platanifolia","(Bonpl.) Kunth","species","Malvaceae",FALSE,FALSE,FALSE,NA,"Cavanillesia platanifolia",4073280,"Cavanillesia platanifolia-CAVAPL-CAVP"
"cayagl","cayagl",NA,NA,"Cucurbitales","Cucurbitaceae","Cayaponia glandulosa","(Poepp. & Endl.) Cogn.",NA,NA,"Climbing","Cayaponia glandulosa","(Mart.) Cogn.","species","Cucurbitaceae",FALSE,NA,FALSE,NA,"Cayaponia glandulosa",3623745,"Cayaponia glandulosa-CAYAGL"
"cayagr","cayagr",NA,"CAYG","Cucurbitales","Cucurbitaceae","Cayaponia granatensis","Cogn.",NA,"R. Pérez 2163 y 2249 (PMA, SCZ)","Climbing","Cayaponia granatensis","Cogn.","species","Cucurbitaceae",FALSE,NA,FALSE,NA,"Cayaponia granatensis",3623677,"Cayaponia granatensis-CAYAGR-CAYG"
"cayara","cayara",NA,"CAYR","Cucurbitales","Cucurbitaceae","Cayaponia racemosa","(Mill.) Cogn.",NA,NA,"Climbing","Cayaponia racemosa","(Mill.) Cogn.","species","Cucurbitaceae",FALSE,NA,FALSE,NA,"Cayaponia racemosa",2874614,"Cayaponia racemosa-CAYARA-CAYR"
"cayase","cayase",NA,NA,"Cucurbitales","Cucurbitaceae","Cayaponia sessiliflora","Wunderlin",NA,NA,"Climbing","Cayaponia sessiliflora","Wunderlin","species","Cucurbitaceae",FALSE,NA,FALSE,NA,"Cayaponia sessiliflora",3622786,"Cayaponia sessiliflora-CAYASE"
"cecrin","cecrin","cecrin","CECI","Rosales","Urticaceae","Cecropia insignis","Liebm.",NA,NA,"Freestanding","Cecropia insignis","Liebm.","species","Urticaceae",FALSE,FALSE,FALSE,NA,"Cecropia insignis",4013292,"Cecropia insignis-CECRIN-CECI"
"cecrlo","cecrlo","cecrlo","CECL","Rosales","Urticaceae","Cecropia longipes","Pittier",NA,NA,"Freestanding","Cecropia longipes","Pittier","species","Urticaceae",FALSE,FALSE,FALSE,NA,"Cecropia longipes",4013134,"Cecropia longipes-CECRLO-CECL"
"cecrob","cecrob","cecrob","CECO","Rosales","Urticaceae","Cecropia obtusifolia","Bertol.",NA,NA,"Freestanding","Cecropia obtusifolia","Bertol.","species","Urticaceae",FALSE,FALSE,FALSE,NA,"Cecropia obtusifolia",2984473,"Cecropia obtusifolia-CECROB-CECO"
"cecrpe","cecrpe","cecrpe","CECP","Rosales","Urticaceae","Cecropia peltata","L.",NA,NA,"Freestanding","Cecropia peltata","L.","species","Urticaceae",FALSE,FALSE,FALSE,NA,"Cecropia peltata",2984476,"Cecropia peltata-CECRPE-CECP"
"cedrod","cedrod","cedrod","CEDO","Sapindales","Meliaceae","Cedrela odorata","L.",NA,"R. Pérez 1449","Freestanding","Cedrela odorata","L.","species","Meliaceae",FALSE,FALSE,FALSE,NA,"Cedrela odorata",3190511,"Cedrela odorata-CEDROD-CEDO"
"ceibpe","ceibpe","ceibpe","CEIP","Malvales","Malvaceae","Ceiba pentandra","(L.) Gaertn.",NA,"R. Pérez 2189","Freestanding","Ceiba pentandra","(L.) Gaertn.","species","Malvaceae",FALSE,FALSE,FALSE,NA,"Ceiba pentandra",5406697,"Ceiba pentandra-CEIBPE-CEIP"
"celtig","celtig",NA,"CELI","Rosales","Cannabaceae","Celtis iguanaea","(Jacq.) Sarg.",NA,"R. Pérez 2047 (PMA, SCZ)","Climbing","Celtis iguanaea","(Jacq.) Sarg.","species","Cannabaceae",FALSE,NA,FALSE,NA,"Celtis iguanaea",2984498,"Celtis iguanaea-CELTIG-CELI"
"celtsc","celtsc","celtsc","CELS","Rosales","Cannabaceae","Celtis schippii","Standl.",NA,"R. Pérez 1972 (PMA, SCZ)","Freestanding","Celtis schippii","Standl.","species","Cannabaceae",FALSE,FALSE,FALSE,NA,"Celtis schippii",4159734,"Celtis schippii-CELTSC-CELS"
"cen2pu","cen2pu",NA,"CENP","Fabales","Fabaceae","Centrosema pubescens","Benth.",NA,NA,"Climbing","Centrosema pubescens","Benth.","species","Fabaceae",FALSE,NA,FALSE,NA,"Centrosema pubescens",2964904,"Centrosema pubescens-CEN2PU-CENP"
"cespma","cespma","cespma","CES1","Malpighiales","Ochnaceae","Cespedesia spathulata","Planch.","Cespedesia macrophylla","N. Daguerre 836","Freestanding","Cespedesia spathulata","(Ruiz & Pav.) Planch.","species","Ochnaceae",FALSE,FALSE,FALSE,NA,"Cespedesia spathulata",3695801,"Cespedesia spathulata-CESPMA-CES1"
"cestla","cestla","cestla","CESL","Solanales","Solanaceae","Cestrum latifolium","Lam.",NA,NA,"Freestanding","Cestrum latifolium","Lam.","species","Solanaceae",FALSE,FALSE,FALSE,NA,"Cestrum latifolium",8131064,"Cestrum latifolium-CESTLA-CESL"
"cestra","cestra","cestra","CESR","Solanales","Solanaceae","Cestrum racemosum","Ruiz & Pav.",NA,NA,"Freestanding","Cestrum racemosum","Ruiz & Pav.","species","Solanaceae",FALSE,FALSE,FALSE,NA,"Cestrum racemosum",7299919,"Cestrum racemosum-CESTRA-CESR"
"cestme","cestme",NA,"CES2","Solanales","Solanaceae","Cestrum schlechtendalii","G. Don","Cestrum megalophyllum","R. Pérez 1886","Freestanding","Cestrum schlechtendalii","G.Don","species","Solanaceae",FALSE,NA,FALSE,NA,"Cestrum schlechtendalii",3801334,"Cestrum schlechtendalii-CESTME-CES2"
"cha1te","cha1te","cha1te","CHAW","Arecales","Arecaceae","Chamaedorea tepejilote","Liebm.","Chamaedorea wendlandiana",NA,"Freestanding","Chamaedorea tepejilote","Liebm.","species","Arecaceae",FALSE,FALSE,FALSE,NA,"Chamaedorea tepejilote",2734551,"Chamaedorea tepejilote-CHA1TE-CHAW"
"cha2sc","cha2sc","cha2sc","PSIA","Myrtales","Myrtaceae","Chamguava schippii","(Standl.) Landrum","Psidium anglohondurense","R. Pérez 2298","Freestanding","Chamguava schippii","(Standl.) Landrum","species","Myrtaceae",FALSE,FALSE,FALSE,NA,"Chamguava schippii",3186028,"Chamguava schippii-CHA2SC-PSIA"
"chi2be","chi2be",NA,NA,"Gentianales","Rubiaceae","Chiococca belizensis","Lundell",NA,NA,"Climbing","Chiococca belizensis","Lundell","species","Rubiaceae",FALSE,NA,FALSE,NA,"Chiococca belizensis",2907391,"Chiococca belizensis-CHI2BE"
"chomps","chomps",NA,"CHOP","Gentianales","Rubiaceae","Chomelia psilocarpa","Dwyer & M.V. Hayden",NA,"R. Pérez 2018 (PMA, SCZ)","Climbing","Chomelia psilocarpa","Dwyer & M.V.Hayden","species","Rubiaceae",FALSE,NA,FALSE,NA,"Chomelia psilocarpa",5337286,"Chomelia psilocarpa-CHOMPS-CHOP"
"chonto","chonto",NA,"CHOT","Ranunculales","Menispermaceae","Chondrodendron tomentosum","Ruiz & Pav.",NA,"R. Pérez 2251 (PMA, SCZ)","Climbing","Chondrodendron tomentosum","Ruiz & Pav.","species","Menispermaceae",FALSE,NA,FALSE,NA,"Chondrodendron tomentosum",3033958,"Chondrodendron tomentosum-CHONTO-CHOT"
"chr1ec","chr1ec","chr1ec","CHRE","Malpighiales","Clusiaceae","Chrysochlamys eclipes","L.O. Williams",NA,"R. Pérez 1771 (PMA, SCZ)","Freestanding","Chrysochlamys eclipes","L.O.Williams","species","Clusiaceae",FALSE,FALSE,FALSE,NA,"Chrysochlamys eclipes",5555749,"Chrysochlamys eclipes-CHR1EC-CHRE"
"chr1gr","chr1gr",NA,NA,"Malpighiales","Clusiaceae","Chrysochlamys myrcioides","Planch. & Triana","Chrysochlamys grandifolia",NA,"Freestanding","Chrysochlamys myrcioides","Planch. & Triana","species","Clusiaceae",FALSE,NA,FALSE,NA,"Chrysochlamys myrcioides",5555719,"Chrysochlamys myrcioides-CHR1GR"
